timestamp: ADC HeartRate4sAverage HeartRate30sAverage HRV8sAverage
1477480571.900:    851  70   9  838
1477480571.904:    835  70   9  838
1477480571.904:    823  70   9  838
1477480571.914:    811  70   9  838
1477480571.915:    794  70   9  838
1477480571.915:    775  70   9  838
1477480571.915:    757  70   9  838
1477480571.915:    745  70   9  838
1477480571.915:    735  70   9  838
1477480571.917:    725  70   9  838
1477480571.922:    709  70   9  838
1477480571.923:    691  70   9  838
1477480571.924:    678  70   9  838
1477480571.924:    675  70   9  838
1477480571.925:    678  70   9  838
1477480571.931:    679  70   9  838
1477480571.932:    673  70   9  838
1477480571.959:    664  70   9  838
1477480571.960:    660  70   9  838
1477480571.961:    663  70   9  838
1477480571.962:    668  70   9  838
1477480571.963:    667  70   9  838
1477480571.964:    659  70   9  838
1477480571.964:    648  70   9  838
1477480571.965:    638  70   9  838
1477480571.965:    628  70   9  838
1477480571.966:    615  70   9  838
1477480571.967:    601  70   9  838
1477480571.969:    587  70   9  838
1477480571.969:    572  70   9  838
1477480571.969:    552  70   9  838
1477480571.970:    529  70   9  838
1477480571.970:    508  70   9  838
1477480571.983:    492  70   9  838
1477480571.983:    477  70   9  838
1477480571.984:    457  70   9  838
1477480571.985:    427  70   9  838
1477480571.987:    393  70   9  838
1477480571.988:    364  70   9  838
1477480571.988:    341  70   9  838
1477480571.990:    318  70   9  838
1477480571.991:    288  70   9  838
1477480571.992:    249  70   9  838
1477480571.993:    207  70   9  838
1477480571.993:    166  70   9  838
1477480572.011:    124  70   9  838
1477480572.011:     74  70   9  838
1477480572.012:     12  70   9  838
1477480572.012:    -58  70   9  838
1477480572.012:   -131  70   9  838
1477480572.012:   -203  70   9  838
1477480572.012:   -278  70   9  838
1477480572.013:   -362  70   9  838
1477480572.013:   -452  70   9  838
1477480572.013:   -549  70   9  838
1477480572.013:   -653  70   9  838
1477480572.013:   -770  70   9  838
1477480572.013:   -903  70   9  838
1477480572.013:  -1045  70   9  838
1477480572.014:  -1186  70   9  838
1477480572.017:  -1318  70   9  838
1477480572.021:  -1442  70   9  838
1477480572.022:  -1562  70   9  838
1477480572.023:  -1677  70   9  838
1477480572.024:  -1779  70   9  838
1477480572.026:  -1860  70   9  838
1477480572.028:  -1922  70   9  838
1477480572.031:  -1968  70   9  838
1477480572.035:  -1999  70   9  838
1477480572.045:  -2013  70   9  838
1477480572.122:  -2009  70   9  838
1477480572.138:  -1997  70   9  838
1477480572.138:  -1980  70   9  838
1477480572.138:  -1956  70   9  838
1477480572.139:  -1914  70   9  838
1477480572.139:  -1851  70   9  838
1477480572.139:  -1777  70   9  838
1477480572.139:  -1702  70   9  838
1477480572.140:  -1627  70   9  838
1477480572.140:  -1543  70   9  838
1477480572.140:  -1443  70   9  838
1477480572.140:  -1332  70   9  838
1477480572.140:  -1220  70   9  838
1477480572.141:  -1113  70   9  838
1477480572.141:  -1008  70   9  838
1477480572.141:   -903  70   9  838
1477480572.143:   -803  70   9  838
1477480572.143:   -713  70   9  838
1477480572.144:   -629  70   9  838
1477480572.144:   -549  70   9  838
1477480572.144:   -472  70   9  838
1477480572.144:   -404  70   9  838
1477480572.145:   -348  70   9  838
1477480572.145:   -300  70   9  838
1477480572.145:   -255  70   9  838
1477480572.145:   -212  70   9  838
1477480572.145:   -173  70   9  838
1477480572.145:   -139  70   9  838
1477480572.146:   -104  70   9  838
1477480572.146:    -63  70   9  838
1477480572.146:    -23  70   9  838
1477480572.146:      4  70   9  838
1477480572.146:     18  70   9  838
1477480572.146:     28  70   9  838
1477480572.146:     44  70   9  838
1477480572.147:     62  70   9  838
1477480572.147:     69  70   9  838
1477480572.147:     58  70   9  838
1477480572.147:     38  70   9  838
1477480572.147:     24  70   9  838
1477480572.147:     19  70   9  838
1477480572.147:     16  70   9  838
1477480572.148:      6  70   9  838
1477480572.148:     -8  70   9  838
1477480572.148:    -14  70   9  838
1477480572.148:    -11  70   9  838
1477480572.148:     -7  70   9  838
1477480572.148:    -12  70   9  838
1477480572.148:    -23  70   9  838
1477480572.149:    -33  70   9  838
1477480572.149:    -36  70   9  838
1477480572.150:    -38  70   9  838
1477480572.168:    -49  70   9  838
1477480572.169:    -70  70   9  838
1477480572.169:    -93  70   9  838
1477480572.171:   -108  70   9  838
1477480572.171:   -114  70   9  838
1477480572.184:   -114  70   9  838
1477480572.184:   -112  70   9  838
1477480572.184:   -111  70   9  838
1477480572.184:   -109  70   9  838
1477480572.184:   -106  70   9  838
1477480572.184:   -102  70   9  838
1477480572.185:    -97  70   9  838
1477480572.185:    -92  70   9  838
1477480572.185:    -90  70   9  838
1477480572.185:    -91  70   9  838
1477480572.185:    -97  70   9  838
1477480572.185:   -110  70   9  838
1477480572.185:   -127  70   9  838
1477480572.186:   -142  70   9  838
1477480572.186:   -151  70   9  838
1477480572.186:   -156  70   9  838
1477480572.186:   -163  70   9  838
1477480572.186:   -176  70   9  838
1477480572.186:   -188  70   9  838
1477480572.186:   -187  70   9  838
1477480572.190:   -172  70   9  838
1477480572.190:   -156  70   9  838
1477480572.191:   -150  70   9  838
1477480572.192:   -148  70   9  838
1477480572.195:   -139  70   9  838
1477480572.196:   -116  70   9  838
1477480572.208:    -87  70   9  838
1477480572.208:    -65  70   9  838
1477480572.208:    -52  70   9  838
1477480572.208:    -41  70   9  838
1477480572.209:    -27  70   9  838
1477480572.209:    -16  70   9  838
1477480572.210:    -16  70   9  838
1477480572.213:    -24  70   9  838
1477480572.214:    -32  70   9  838
1477480572.217:    -37  70   9  838
1477480572.221:    -40  70   9  838
1477480572.223:    -45  70   9  838
1477480572.223:    -49  70   9  838
1477480572.224:    -47  70   9  838
1477480572.227:    -38  70   9  838
1477480572.231:    -31  70   9  838
1477480572.231:    -30  70   9  838
1477480572.234:    -33  70   9  838
1477480572.235:    -34  70   9  838
1477480572.238:    -28  70   9  838
1477480572.250:    -19  70   9  838
1477480572.250:     -9  70   9  838
1477480572.250:      0  70   9  838
1477480572.250:      9  70   9  838
1477480572.251:     20  70   9  838
1477480572.251:     31  70   9  838
1477480572.252:     40  70   9  838
1477480572.255:     46  70   9  838
1477480572.255:     47  70   9  838
1477480572.262:     47  70   9  838
1477480572.272:     44  70   9  838
1477480572.272:     41  70   9  838
1477480572.273:     35  70   9  838
1477480572.273:     28  70   9  838
1477480572.273:     25  70   9  838
1477480572.273:     27  70   9  838
1477480572.276:     35  70   9  838
1477480572.277:     45  70   9  838
1477480572.277:     52  70   9  838
1477480572.279:     59  70   9  838
1477480572.280:     70  70   9  838
1477480572.285:     84  70   9  838
1477480572.285:     94  70   9  838
1477480572.288:     89  70   9  838
1477480572.316:     73  70   9  838
1477480572.316:     59  70   9  838
1477480572.317:     55  70   9  838
1477480572.317:     59  70   9  838
1477480572.317:     63  70   9  838
1477480572.317:     61  70   9  838
1477480572.318:     58  70   9  838
1477480572.318:     62  70   9  838
1477480572.318:     73  70   9  838
1477480572.319:     91  70   9  838
1477480572.319:    106  70   9  838
1477480572.319:    117  70   9  838
1477480572.319:    123  70   9  838
1477480572.320:    132  70   9  838
1477480572.320:    145  70   9  838
1477480572.321:    159  70   9  838
1477480572.321:    172  70   9  838
1477480572.321:    183  70   9  838
1477480572.321:    200  70   9  838
1477480572.322:    228  70   9  838
1477480572.324:    260  70   9  838
1477480572.329:    286  70   9  838
1477480572.336:    307  70   9  838
1477480572.337:    332  70   9  838
1477480572.337:    367  70   9  838
1477480572.337:    406  70   9  838
1477480572.337:    434  70   9  838
1477480572.338:    444  70   9  838
1477480572.339:    436  70   9  838
1477480572.342:    411  70   9  838
1477480572.346:    362  70   9  838
1477480572.346:    285  70   9  838
1477480572.358:    186  70   9  838
1477480572.358:     83  70   9  838
1477480572.358:    -15  70   9  838
1477480572.359:   -109  70   9  838
1477480572.359:   -204  70   9  838
1477480572.359:   -293  70   9  838
1477480572.363:   -362  70   9  838
1477480572.363:   -402  70   9  838
1477480572.365:   -418  70   9  838
1477480572.366:   -430  70   9  838
1477480572.367:   -450  70   9  838
1477480572.372:   -477  70   9  838
1477480572.380:   -503  70   9  838
1477480572.380:   -524  70   9  838
1477480572.380:   -548  70   9  838
1477480572.380:   -583  70   9  838
1477480572.383:   -622  70   9  838
1477480572.383:   -649  70   9  838
1477480572.384:   -653  70   9  838
1477480572.387:   -643  70   9  838
1477480572.390:   -632  70   9  838
1477480572.391:   -618  70   9  838
1477480572.392:   -587  70   9  838
1477480572.393:   -526  70   9  838
1477480572.403:   -442  70   9  838
1477480572.404:   -353  70   9  838
1477480572.404:   -267  70   9  838
1477480572.405:   -180  70   9  838
1477480572.406:    -87  70   9  838
1477480572.406:      5  70   9  838
1477480572.408:     84  70   9  838
1477480572.409:    150  70   9  838
1477480572.416:    207  70   9  838
1477480572.416:    257  70   9  838
1477480572.424:    289  70   9  838
1477480572.425:    298  70   9  838
1477480572.425:    290  70   9  838
1477480572.425:    283  70   9  838
1477480572.425:    287  70   9  838
1477480572.429:    299  70   9  838
1477480572.430:    310  70   9  838
1477480572.430:    318  70   9  838
1477480572.431:    330  70   9  838
1477480572.432:    352  70   9  838
1477480572.434:    380  70   9  838
1477480572.438:    399  70   9  838
1477480572.438:    405  70   9  838
1477480572.440:    411  70   9  838
1477480572.441:    426  70   9  838
1477480572.446:    449  70   9  838
1477480572.459:    466  70   9  838
1477480572.459:    469  70   9  838
1477480572.460:    461  70   9  838
1477480572.460:    453  70   9  838
1477480572.462:    448  70   9  838
1477480572.463:    436  70   9  838
1477480572.463:    409  70   9  838
1477480572.464:    366  70   9  838
1477480572.465:    316  70   9  838
1477480572.465:    259  70   9  838
1477480572.478:    192  70   9  838
1477480572.478:    113  70   9  838
1477480572.479:     36  70   9  838
1477480572.479:      3  70   9  838
1477480572.480:     70  70   9  838
1477480572.480:    273  70   9  838
1477480572.480:    572  70   9  838
1477480572.482:    834  70   9  838
1477480572.482:    909  70   9  838
1477480572.484:    757  70   9  838
1477480572.486:    472  70   9  838
1477480572.489:    166  70   9  838
1477480572.498:   -166  70   9  838
1477480572.499:   -691  70   9  838
1477480572.499:  -1635  70   9  838
1477480572.499:  -3158  70   9  838
1477480572.499:  -5315  70   9  838
1477480572.501:  -8047  70   9  838
1477480572.502: -11148  70   9  838
1477480572.504: -14251  70   9  838
1477480572.505: -16956  70   9  838
1477480572.507: -19029  70   9  838
1477480572.510: -20446  70   9  838
1477480572.511: -21185  70   9  838
1477480572.518: -21003  70   9  838
1477480572.518: -19533  70   9  838
1477480572.518: -16682  70   9  838
1477480572.518: -12904  70   9  838
1477480572.521:  -9002  70   9  838
1477480572.523:  -5610  70   9  838
1477480572.524:  -2876  70   9  838
1477480572.528:   -633  70   9  838
1477480572.535:   1209  70   9  838
1477480572.535:   2497  70   9  838
1477480572.535:   3057  70   9  838
1477480572.535:   2958  70   9  838
1477480572.535:   2543  70   9  838
1477480572.542:   2182  70   9  838
1477480572.542:   2071  70   9  838
1477480572.543:   2218  70   9  838
1477480572.544:   2572  70   9  838
1477480572.545:   3092  70   9  838
1477480572.548:   3711  70   9  838
1477480572.550:   4295  70   9  838
1477480572.557:   4697  70   9  838
1477480572.557:   4845  70   9  838
1477480572.557:   4780  70   9  838
1477480572.560:   4609  70   9  838
1477480572.560:   4424  70   9  838
1477480572.562:   4271  70   9  838
1477480572.563:   4175  70   9  838
1477480572.567:   4167  70   9  838
1477480572.577:   4256  70   9  838
1477480572.578:   4397  70   9  838
1477480572.578:   4504  70   9  838
1477480572.578:   4512  70   9  838
1477480572.578:   4413  70   9  838
1477480572.578:   4255  70   9  838
1477480572.580:   4096  70   9  838
1477480572.582:   3971  72   9  846
1477480572.583:   3885  72   9  846
1477480572.587:   3837  72   9  846
1477480572.588:   3820  72   9  846
1477480572.589:   3819  72   9  846
1477480572.591:   3806  72   9  846
1477480572.597:   3763  72   9  846
1477480572.597:   3686  72   9  846
1477480572.598:   3590  72   9  846
1477480572.599:   3495  72   9  846
1477480572.601:   3415  72   9  846
1477480572.606:   3357  72   9  846
1477480572.607:   3313  72   9  846
1477480572.608:   3273  72   9  846
1477480572.611:   3229  72   9  846
1477480572.624:   3180  72   9  846
1477480572.624:   3133  72   9  846
1477480572.625:   3088  72   9  846
1477480572.625:   3037  72   9  846
1477480572.625:   2973  72   9  846
1477480572.626:   2900  72   9  846
1477480572.626:   2836  72   9  846
1477480572.626:   2792  72   9  846
1477480572.629:   2770  72   9  846
1477480572.629:   2757  72   9  846
1477480572.631:   2738  72   9  846
1477480572.633:   2707  72   9  846
1477480572.643:   2667  72   9  846
1477480572.645:   2624  72   9  846
1477480572.645:   2582  72   9  846
1477480572.646:   2538  72   9  846
1477480572.646:   2494  72   9  846
1477480572.647:   2452  72   9  846
1477480572.648:   2417  72   9  846
1477480572.651:   2387  72   9  846
1477480572.651:   2351  72   9  846
1477480572.655:   2304  72   9  846
1477480572.655:   2251  72   9  846
1477480572.656:   2207  72   9  846
1477480572.658:   2178  72   9  846
1477480572.662:   2153  72   9  846
1477480572.665:   2116  72   9  846
1477480572.666:   2063  72   9  846
1477480572.692:   2008  72   9  846
1477480572.695:   1967  72   9  846
1477480572.701:   1944  72   9  846
1477480572.701:   1926  72   9  846
1477480572.701:   1897  72   9  846
1477480572.701:   1855  72   9  846
1477480572.701:   1809  72   9  846
1477480572.701:   1770  72   9  846
1477480572.701:   1738  72   9  846
1477480572.702:   1711  72   9  846
1477480572.702:   1681  72   9  846
1477480572.702:   1646  72   9  846
1477480572.703:   1608  72   9  846
1477480572.703:   1573  72   9  846
1477480572.703:   1545  72   9  846
1477480572.703:   1522  72   9  846
1477480572.703:   1499  72   9  846
1477480572.703:   1473  72   9  846
1477480572.703:   1443  72   9  846
1477480572.717:   1416  72   9  846
1477480572.718:   1393  72   9  846
1477480572.720:   1371  72   9  846
1477480572.721:   1343  72   9  846
1477480572.721:   1309  72   9  846
1477480572.721:   1276  72   9  846
1477480572.722:   1245  72   9  846
1477480572.722:   1217  72   9  846
1477480572.724:   1185  72   9  846
1477480572.724:   1151  72   9  846
