timestamp: ADC HeartRate4sAverage HeartRate30sAverage HRV8sAverage
1477480355.246:    884 107  14  587
1477480355.248:    816 107  14  587
1477480355.249:    768 107  14  587
1477480355.250:    732 107  14  587
1477480355.251:    687 107  14  587
1477480355.263:    629 107  14  587
1477480355.264:    580 107  14  587
1477480355.265:    554 107  14  587
1477480355.266:    541 107  14  587
1477480355.267:    520 107  14  587
1477480355.268:    481 107  14  587
1477480355.270:    437 107  14  587
1477480355.271:    402 107  14  587
1477480355.292:    378 107  14  587
1477480355.293:    357 107  14  587
1477480355.293:    331 107  14  587
1477480355.293:    299 107  14  587
1477480355.294:    264 107  14  587
1477480355.294:    231 107  14  587
1477480355.294:    200 107  14  587
1477480355.294:    168 107  14  587
1477480355.295:    121 107  14  587
1477480355.295:     56 107  14  587
1477480355.295:    -10 107  14  587
1477480355.295:    -52 107  14  587
1477480355.295:    -67 107  14  587
1477480355.296:    -82 107  14  587
1477480355.296:   -116 107  14  587
1477480355.296:   -157 107  14  587
1477480355.296:   -170 107  14  587
1477480355.296:   -151 107  14  587
1477480355.297:   -133 107  14  587
1477480355.298:   -157 107  14  587
1477480355.300:   -218 107  14  587
1477480355.304:   -272 107  14  587
1477480355.304:   -291 107  14  587
1477480355.306:   -285 107  14  587
1477480355.307:   -292 107  14  587
1477480355.310:   -330 107  14  587
1477480355.312:   -381 107  14  587
1477480355.313:   -420 107  14  587
1477480355.325:   -438 107  14  587
1477480355.326:   -444 107  14  587
1477480355.326:   -442 107  14  587
1477480355.326:   -432 107  14  587
1477480355.326:   -429 107  14  587
1477480355.328:   -450 107  14  587
1477480355.329:   -495 107  14  587
1477480355.332:   -541 107  14  587
1477480355.333:   -577 107  14  587
1477480355.334:   -624 107  14  587
1477480355.345:   -720 107  14  587
1477480355.346:   -863 107  14  587
1477480355.347:  -1015 107  14  587
1477480355.347:  -1156 107  14  587
1477480355.348:  -1332 107  14  587
1477480355.350:  -1603 107  14  587
1477480355.351:  -1952 107  14  587
1477480355.352:  -2282 107  14  587
1477480355.355:  -2525 107  14  587
1477480355.356:  -2712 107  14  587
1477480355.358:  -2897 107  14  587
1477480355.360:  -3017 107  14  587
1477480355.361:  -2902 107  14  587
1477480355.364:  -2450 107  14  587
1477480355.366:  -1773 107  14  587
1477480355.366:  -1114 107  14  587
1477480355.368:   -613 107  14  587
1477480355.369:   -191 107  14  587
1477480355.372:    321 107  14  587
1477480355.373:    967 107  14  587
1477480355.385:   1627 107  14  587
1477480355.385:   2158 107  14  587
1477480355.386:   2517 107  14  587
1477480355.387:   2759 107  14  587
1477480355.388:   2939 107  14  587
1477480355.388:   3071 107  14  587
1477480355.389:   3141 107  14  587
1477480355.391:   3129 107  14  587
1477480355.391:   2996 107  14  587
1477480355.393:   2692 107  14  587
1477480355.394:   2211 107  14  587
1477480355.400:   1627 107  14  587
1477480355.556:   1049 107  14  587
1477480355.557:    544 107  14  587
1477480355.557:    113 107  14  587
1477480355.557:   -255 107  14  587
1477480355.558:   -547 107  14  587
1477480355.558:   -739 107  14  587
1477480355.559:   -844 107  14  587
1477480355.559:   -906 107  14  587
1477480355.561:   -956 107  14  587
1477480355.561:   -984 107  14  587
1477480355.571:   -981 107  14  587
1477480355.572:   -971 107  14  587
1477480355.572:  -1007 107  14  587
1477480355.573:  -1123 107  14  587
1477480355.574:  -1290 107  14  587
1477480355.574:  -1438 107  14  587
1477480355.575:  -1506 107  14  587
1477480355.576:  -1481 107  14  587
1477480355.576:  -1404 107  14  587
1477480355.576:  -1343 107  14  587
1477480355.577:  -1344 107  14  587
1477480355.578:  -1403 107  14  587
1477480355.590:  -1478 107  14  587
1477480355.591:  -1517 107  14  587
1477480355.591:  -1501 107  14  587
1477480355.592:  -1449 107  14  587
1477480355.593:  -1390 107  14  587
1477480355.593:  -1340 107  14  587
1477480355.594:  -1307 107  14  587
1477480355.594:  -1299 107  14  587
1477480355.595:  -1323 107  14  587
1477480355.595:  -1375 107  14  587
1477480355.596:  -1435 107  14  587
1477480355.596:  -1496 107  14  587
1477480355.625:  -1564 107  14  587
1477480355.627:  -1637 107  14  587
1477480355.628:  -1691 107  14  587
1477480355.629:  -1699 107  14  587
1477480355.630:  -1660 107  14  587
1477480355.630:  -1614 107  14  587
1477480355.630:  -1589 107  14  587
1477480355.632:  -1577 107  14  587
1477480355.633:  -1549 107  14  587
1477480355.633:  -1492 107  14  587
1477480355.633:  -1438 107  14  587
1477480355.634:  -1421 107  14  587
1477480355.634:  -1426 107  14  587
1477480355.635:  -1408 107  14  587
1477480355.635:  -1339 107  14  587
1477480355.636:  -1251 107  14  587
1477480355.636:  -1202 107  14  587
1477480355.637:  -1212 107  14  587
1477480355.637:  -1240 107  14  587
1477480355.638:  -1222 107  14  587
1477480355.651:  -1144 107  14  587
1477480355.652:  -1060 107  14  587
1477480355.652:  -1028 107  14  587
1477480355.652:  -1055 107  14  587
1477480355.652:  -1090 107  14  587
1477480355.652:  -1085 107  14  587
1477480355.653:  -1043 107  14  587
1477480355.653:  -1009 120  16  553
1477480355.653:  -1009 120  16  553
1477480355.653:  -1022 120  16  553
1477480355.654:  -1012 120  16  553
1477480355.654:   -971 120  16  553
1477480355.654:   -930 120  16  553
1477480355.654:   -924 120  16  553
1477480355.654:   -945 120  16  553
1477480355.655:   -952 120  16  553
1477480355.655:   -911 120  16  553
1477480355.655:   -832 120  16  553
1477480355.655:   -764 120  16  553
1477480355.655:   -747 120  16  553
1477480355.655:   -769 120  16  553
1477480355.657:   -783 120  16  553
1477480355.659:   -750 120  16  553
1477480355.659:   -684 120  16  553
1477480355.660:   -637 120  16  553
1477480355.661:   -648 120  16  553
1477480355.661:   -709 120  16  553
1477480355.662:   -777 120  16  553
1477480355.662:   -817 120  16  553
1477480355.663:   -830 120  16  553
1477480355.674:   -838 120  16  553
1477480355.675:   -852 120  16  553
1477480355.676:   -869 120  16  553
1477480355.677:   -875 120  16  553
1477480355.678:   -870 120  16  553
1477480355.678:   -868 120  16  553
1477480355.679:   -882 120  16  553
1477480355.679:   -911 120  16  553
1477480355.680:   -935 120  16  553
1477480355.682:   -938 120  16  553
1477480355.691:   -930 120  16  553
1477480355.691:   -938 120  16  553
1477480355.691:   -978 120  16  553
1477480355.691:  -1030 120  16  553
1477480355.691:  -1047 120  16  553
1477480355.691:  -1011 120  16  553
1477480355.692:   -955 120  16  553
1477480355.692:   -932 120  16  553
1477480355.692:   -953 120  16  553
1477480355.692:   -978 120  16  553
1477480355.692:   -961 120  16  553
1477480355.692:   -911 120  16  553
1477480355.692:   -880 120  16  553
1477480355.693:   -900 120  16  553
1477480355.693:   -956 120  16  553
1477480355.693:  -1007 120  16  553
1477480355.693:  -1039 120  16  553
1477480355.693:  -1075 120  16  553
1477480355.693:  -1128 120  16  553
1477480355.693:  -1184 120  16  553
